Int,Treatment,Carbon,Concentration,Rep,Strain,CO2Accum,Expt
13,PRI,Casamino Acids,4 uM-C,B,Community,205.339,1
13,PRI,Casamino Acids,4 uM-C,C,Community,208.651,1
13,LOM,Casamino Acids,1 uM-C,A,Community,80.486,1
13,LOM,Casamino Acids,1 uM-C,B,Community,81.225,1
13,LOM,Casamino Acids,1 uM-C,C,Community,82.613,1
13,composite,Casamino Acids,1 uM-C,A,Community,129.715,1
13,composite,Casamino Acids,1 uM-C,B,Community,128.751,1
13,composite,Casamino Acids,1 uM-C,C,Community,131.359,1
13,PRI,Casamino Acids,1 uM-C,A,Community,126.834,1
13,PRI,Casamino Acids,1 uM-C,B,Community,130.099,1
13,PRI,Casamino Acids,1 uM-C,C,Community,143.191,1
14,ABM,Control_low,0 uM-C,A,Community,31.356,1
14,ABM,Control_low,0 uM-C,B,Community,16.992,1
14,ABM,Control_low,0 uM-C,C,Community,23.433,1
14,NOM,Control_low,0 uM-C,A,Community,55.335,1
14,NOM,Control_low,0 uM-C,B,Community,52.505,1
14,NOM,Control_low,0 uM-C,C,Community,53.92,1
14,LOM,Casamino Acids,40 uM-C,A,Community,170.047,1
14,LOM,Casamino Acids,40 uM-C,B,Community,178.585,1
14,LOM,Casamino Acids,40 uM-C,C,Community,182.661,1
14,composite,Casamino Acids,40 uM-C,A,Community,225.382,1
14,composite,Casamino Acids,40 uM-C,B,Community,231.09,1
14,composite,Casamino Acids,40 uM-C,C,Community,236.581,1
14,PRI,Casamino Acids,40 uM-C,A,Community,173.11,1
14,PRI,Casamino Acids,40 uM-C,B,Community,183.938,1
14,PRI,Casamino Acids,40 uM-C,C,Community,179.297,1
14,LOM,Casamino Acids,4 uM-C,A,Community,124.197,1
14,LOM,Casamino Acids,4 uM-C,B,Community,130.449,1
14,LOM,Casamino Acids,4 uM-C,C,Community,117.702,1
14,composite,Casamino Acids,4 uM-C,A,Community,179.532,1
14,composite,Casamino Acids,4 uM-C,B,Community,182.954,1
14,composite,Casamino Acids,4 uM-C,C,Community,171.622,1
14,PRI,Casamino Acids,4 uM-C,A,Community,224.981,1
14,PRI,Casamino Acids,4 uM-C,B,Community,230.472,1
14,PRI,Casamino Acids,4 uM-C,C,Community,234.4,1
14,LOM,Casamino Acids,1 uM-C,A,Community,83.156,1
14,LOM,Casamino Acids,1 uM-C,B,Community,86.254,1
14,LOM,Casamino Acids,1 uM-C,C,Community,88.465,1
14,composite,Casamino Acids,1 uM-C,A,Community,138.491,1
14,composite,Casamino Acids,1 uM-C,B,Community,138.759,1
14,composite,Casamino Acids,1 uM-C,C,Community,142.385,1
14,PRI,Casamino Acids,1 uM-C,A,Community,136.516,1
14,PRI,Casamino Acids,1 uM-C,B,Community,140.276,1
14,PRI,Casamino Acids,1 uM-C,C,Community,153.232,1
15,ABM,Control_low,0 uM-C,A,Community,36.114,1
15,ABM,Control_low,0 uM-C,B,Community,20.019,1
15,ABM,Control_low,0 uM-C,C,Community,26.198,1
15,NOM,Control_low,0 uM-C,A,Community,60.41,1
15,NOM,Control_low,0 uM-C,B,Community,59.104,1
15,NOM,Control_low,0 uM-C,C,Community,58.76,1
15,LOM,Casamino Acids,40 uM-C,A,Community,193.124,1
15,LOM,Casamino Acids,40 uM-C,B,Community,202.364,1
15,LOM,Casamino Acids,40 uM-C,C,Community,205.443,1
15,composite,Casamino Acids,40 uM-C,A,Community,253.534,1
15,composite,Casamino Acids,40 uM-C,B,Community,261.468,1
15,composite,Casamino Acids,40 uM-C,C,Community,264.203,1
15,PRI,Casamino Acids,40 uM-C,A,Community,185.794,1
15,PRI,Casamino Acids,40 uM-C,B,Community,200.043,1
15,PRI,Casamino Acids,40 uM-C,C,Community,193.194,1
15,LOM,Casamino Acids,4 uM-C,A,Community,139.957,1
15,LOM,Casamino Acids,4 uM-C,B,Community,147.021,1
15,LOM,Casamino Acids,4 uM-C,C,Community,132.412,1
15,composite,Casamino Acids,4 uM-C,A,Community,200.367,1
15,composite,Casamino Acids,4 uM-C,B,Community,206.125,1
15,composite,Casamino Acids,4 uM-C,C,Community,191.172,1
15,PRI,Casamino Acids,4 uM-C,A,Community,248.794,1
15,PRI,Casamino Acids,4 uM-C,B,Community,255.791,1
15,PRI,Casamino Acids,4 uM-C,C,Community,257.106,1
15,LOM,Casamino Acids,1 uM-C,A,Community,88.249,1
15,LOM,Casamino Acids,1 uM-C,B,Community,93.001,1
15,LOM,Casamino Acids,1 uM-C,C,Community,94.341,1
15,composite,Casamino Acids,1 uM-C,A,Community,148.659,1
15,composite,Casamino Acids,1 uM-C,B,Community,152.105,1
15,composite,Casamino Acids,1 uM-C,C,Community,153.101,1
15,PRI,Casamino Acids,1 uM-C,A,Community,146.749,1
15,PRI,Casamino Acids,1 uM-C,B,Community,151.12,1
15,PRI,Casamino Acids,1 uM-C,C,Community,164.983,1
16,ABM,Control_low,0 uM-C,A,Community,39.477,1
16,ABM,Control_low,0 uM-C,B,Community,22.313,1
16,ABM,Control_low,0 uM-C,C,Community,27.737,1
16,NOM,Control_low,0 uM-C,A,Community,68.533,1
16,NOM,Control_low,0 uM-C,B,Community,63.259,1
16,NOM,Control_low,0 uM-C,C,Community,64.787,1
16,LOM,Casamino Acids,40 uM-C,A,Community,215.704,1
16,LOM,Casamino Acids,40 uM-C,B,Community,225.849,1
16,LOM,Casamino Acids,40 uM-C,C,Community,229.186,1
16,composite,Casamino Acids,40 uM-C,A,Community,284.237,1
16,composite,Casamino Acids,40 uM-C,B,Community,289.108,1
16,composite,Casamino Acids,40 uM-C,C,Community,293.973,1
16,PRI,Casamino Acids,40 uM-C,A,Community,199.397,1
16,PRI,Casamino Acids,40 uM-C,B,Community,214.118,1
16,PRI,Casamino Acids,40 uM-C,C,Community,207.059,1
16,LOM,Casamino Acids,4 uM-C,A,Community,155.234,1
16,LOM,Casamino Acids,4 uM-C,B,Community,162.114,1
16,LOM,Casamino Acids,4 uM-C,C,Community,146.581,1
16,composite,Casamino Acids,4 uM-C,A,Community,223.767,1
16,composite,Casamino Acids,4 uM-C,B,Community,225.373,1
16,composite,Casamino Acids,4 uM-C,C,Community,211.368,1
16,PRI,Casamino Acids,4 uM-C,A,Community,272.872,1
16,PRI,Casamino Acids,4 uM-C,B,Community,278.735,1
16,PRI,Casamino Acids,4 uM-C,C,Community,279.069,1
16,LOM,Casamino Acids,1 uM-C,A,Community,91.491,1
16,LOM,Casamino Acids,1 uM-C,B,Community,96.83,1
16,LOM,Casamino Acids,1 uM-C,C,Community,99.103,1
16,composite,Casamino Acids,1 uM-C,A,Community,160.024,1
16,composite,Casamino Acids,1 uM-C,B,Community,160.089,1
16,composite,Casamino Acids,1 uM-C,C,Community,163.89,1
16,PRI,Casamino Acids,1 uM-C,A,Community,156.028,1
16,PRI,Casamino Acids,1 uM-C,B,Community,161.615,1
16,PRI,Casamino Acids,1 uM-C,C,Community,174.571,1
17,ABM,Control_low,0 uM-C,A,Community,39.133,1
17,ABM,Control_low,0 uM-C,B,Community,20.235,1
17,ABM,Control_low,0 uM-C,C,Community,26.439,1
17,NOM,Control_low,0 uM-C,A,Community,76.871,1
17,NOM,Control_low,0 uM-C,B,Community,72.564,1
17,NOM,Control_low,0 uM-C,C,Community,72.767,1
17,LOM,Casamino Acids,40 uM-C,A,Community,240.46,1
17,LOM,Casamino Acids,40 uM-C,B,Community,251.036,1
17,LOM,Casamino Acids,40 uM-C,C,Community,252.76,1
17,composite,Casamino Acids,40 uM-C,A,Community,317.331,1
17,composite,Casamino Acids,40 uM-C,B,Community,323.6,1
17,composite,Casamino Acids,40 uM-C,C,Community,325.527,1
17,PRI,Casamino Acids,40 uM-C,A,Community,215.66,1
17,PRI,Casamino Acids,40 uM-C,B,Community,231.321,1
17,PRI,Casamino Acids,40 uM-C,C,Community,223.025,1
17,LOM,Casamino Acids,4 uM-C,A,Community,171.732,1
17,LOM,Casamino Acids,4 uM-C,B,Community,179.104,1
17,LOM,Casamino Acids,4 uM-C,C,Community,161.704,1
17,composite,Casamino Acids,4 uM-C,A,Community,248.603,1
17,composite,Casamino Acids,4 uM-C,B,Community,251.668,1
17,composite,Casamino Acids,4 uM-C,C,Community,234.471,1
17,PRI,Casamino Acids,4 uM-C,A,Community,298.571,1
17,PRI,Casamino Acids,4 uM-C,B,Community,301.182,1
17,PRI,Casamino Acids,4 uM-C,C,Community,304.288,1
17,LOM,Casamino Acids,1 uM-C,A,Community,97.123,1
17,LOM,Casamino Acids,1 uM-C,B,Community,102.275,1
17,LOM,Casamino Acids,1 uM-C,C,Community,105.725,1
17,composite,Casamino Acids,1 uM-C,A,Community,173.994,1
17,composite,Casamino Acids,1 uM-C,B,Community,174.839,1
17,composite,Casamino Acids,1 uM-C,C,Community,178.492,1
17,PRI,Casamino Acids,1 uM-C,A,Community,167.166,1
17,PRI,Casamino Acids,1 uM-C,B,Community,172.75,1
17,PRI,Casamino Acids,1 uM-C,C,Community,188.142,1
18,ABM,Control_low,0 uM-C,A,Community,39.056,1
18,ABM,Control_low,0 uM-C,B,Community,16.758,1
18,ABM,Control_low,0 uM-C,C,Community,25.203,1
18,NOM,Control_low,0 uM-C,A,Community,86.326,1
18,NOM,Control_low,0 uM-C,B,Community,81.709,1
18,NOM,Control_low,0 uM-C,C,Community,83.113,1
18,LOM,Casamino Acids,40 uM-C,A,Community,265.248,1
18,LOM,Casamino Acids,40 uM-C,B,Community,276.259,1
18,LOM,Casamino Acids,40 uM-C,C,Community,278.082,1
18,composite,Casamino Acids,40 uM-C,A,Community,351.574,1
18,composite,Casamino Acids,40 uM-C,B,Community,357.968,1
18,composite,Casamino Acids,40 uM-C,C,Community,361.195,1
18,PRI,Casamino Acids,40 uM-C,A,Community,232.064,1
18,PRI,Casamino Acids,40 uM-C,B,Community,251.3,1
18,PRI,Casamino Acids,40 uM-C,C,Community,240.566,1
18,LOM,Casamino Acids,4 uM-C,A,Community,189.947,1
18,LOM,Casamino Acids,4 uM-C,B,Community,197.866,1
18,LOM,Casamino Acids,4 uM-C,C,Community,178.831,1
18,composite,Casamino Acids,4 uM-C,A,Community,276.273,1
18,composite,Casamino Acids,4 uM-C,B,Community,279.575,1
18,composite,Casamino Acids,4 uM-C,C,Community,261.944,1
18,PRI,Casamino Acids,4 uM-C,A,Community,322.522,1
18,PRI,Casamino Acids,4 uM-C,B,Community,327.667,1
18,PRI,Casamino Acids,4 uM-C,C,Community,331.489,1
18,LOM,Casamino Acids,1 uM-C,A,Community,106.245,1
18,LOM,Casamino Acids,1 uM-C,B,Community,110.526,1
18,LOM,Casamino Acids,1 uM-C,C,Community,115.578,1
18,composite,Casamino Acids,1 uM-C,A,Community,192.571,1
18,composite,Casamino Acids,1 uM-C,B,Community,192.235,1
18,composite,Casamino Acids,1 uM-C,C,Community,198.691,1
18,PRI,Casamino Acids,1 uM-C,A,Community,182.07,1
18,PRI,Casamino Acids,1 uM-C,B,Community,188.703,1
18,PRI,Casamino Acids,1 uM-C,C,Community,203.899,1
19,ABM,Control_low,0 uM-C,A,Community,42.195,1
19,ABM,Control_low,0 uM-C,B,Community,17.856,1
19,ABM,Control_low,0 uM-C,C,Community,27.589,1
19,NOM,Control_low,0 uM-C,A,Community,95.307,1
19,NOM,Control_low,0 uM-C,B,Community,91.717,1
19,NOM,Control_low,0 uM-C,C,Community,90.926,1
19,LOM,Casamino Acids,40 uM-C,A,Community,290.305,1
19,LOM,Casamino Acids,40 uM-C,B,Community,301.263,1
19,LOM,Casamino Acids,40 uM-C,C,Community,302.971,1
19,composite,Casamino Acids,40 uM-C,A,Community,385.612,1
19,composite,Casamino Acids,40 uM-C,B,Community,392.98,1
19,composite,Casamino Acids,40 uM-C,C,Community,393.897,1
19,PRI,Casamino Acids,40 uM-C,A,Community,249.096,1
19,PRI,Casamino Acids,40 uM-C,B,Community,271.896,1
19,PRI,Casamino Acids,40 uM-C,C,Community,259.287,1
19,LOM,Casamino Acids,4 uM-C,A,Community,207.451,1
19,LOM,Casamino Acids,4 uM-C,B,Community,216.569,1
19,LOM,Casamino Acids,4 uM-C,C,Community,197.359,1
19,composite,Casamino Acids,4 uM-C,A,Community,302.758,1
19,composite,Casamino Acids,4 uM-C,B,Community,308.286,1
19,composite,Casamino Acids,4 uM-C,C,Community,288.285,1
19,PRI,Casamino Acids,4 uM-C,A,Community,347.208,1
19,PRI,Casamino Acids,4 uM-C,B,Community,352.044,1
19,PRI,Casamino Acids,4 uM-C,C,Community,356.855,1
19,LOM,Casamino Acids,1 uM-C,A,Community,113.614,1
19,LOM,Casamino Acids,1 uM-C,B,Community,120.008,1
19,LOM,Casamino Acids,1 uM-C,C,Community,125.087,1
19,composite,Casamino Acids,1 uM-C,A,Community,208.921,1
19,composite,Casamino Acids,1 uM-C,B,Community,211.725,1
19,composite,Casamino Acids,1 uM-C,C,Community,216.013,1
19,PRI,Casamino Acids,1 uM-C,A,Community,196.71,1
19,PRI,Casamino Acids,1 uM-C,B,Community,204.226,1
19,PRI,Casamino Acids,1 uM-C,C,Community,219.274,1
20,ABM,Control_low,0 uM-C,A,Community,47.768,1
20,ABM,Control_low,0 uM-C,B,Community,20.899,1
20,ABM,Control_low,0 uM-C,C,Community,32.125,1
20,NOM,Control_low,0 uM-C,A,Community,105.655,1
20,NOM,Control_low,0 uM-C,B,Community,101.088,1
20,NOM,Control_low,0 uM-C,C,Community,99.795,1
20,LOM,Casamino Acids,40 uM-C,A,Community,315.156,1
20,LOM,Casamino Acids,40 uM-C,B,Community,325.245,1
20,LOM,Casamino Acids,40 uM-C,C,Community,326.807,1
20,composite,Casamino Acids,40 uM-C,A,Community,420.811,1
20,composite,Casamino Acids,40 uM-C,B,Community,426.333,1
20,composite,Casamino Acids,40 uM-C,C,Community,426.602,1
20,PRI,Casamino Acids,40 uM-C,A,Community,265.174,1
20,PRI,Casamino Acids,40 uM-C,B,Community,289.4,1
20,PRI,Casamino Acids,40 uM-C,C,Community,276.421,1
20,LOM,Casamino Acids,4 uM-C,A,Community,224.753,1
20,LOM,Casamino Acids,4 uM-C,B,Community,233.833,1
20,LOM,Casamino Acids,4 uM-C,C,Community,210.935,1
20,composite,Casamino Acids,4 uM-C,A,Community,330.408,1
20,composite,Casamino Acids,4 uM-C,B,Community,334.921,1
20,composite,Casamino Acids,4 uM-C,C,Community,310.73,1
20,PRI,Casamino Acids,4 uM-C,A,Community,371.162,1
20,PRI,Casamino Acids,4 uM-C,B,Community,375.627,1
20,PRI,Casamino Acids,4 uM-C,C,Community,381.128,1
20,LOM,Casamino Acids,1 uM-C,A,Community,121.064,1
20,LOM,Casamino Acids,1 uM-C,B,Community,126.812,1
20,LOM,Casamino Acids,1 uM-C,C,Community,131.573,1
20,composite,Casamino Acids,1 uM-C,A,Community,226.719,1
20,composite,Casamino Acids,1 uM-C,B,Community,227.9,1
20,composite,Casamino Acids,1 uM-C,C,Community,231.368,1
20,PRI,Casamino Acids,1 uM-C,A,Community,207.369,1
20,PRI,Casamino Acids,1 uM-C,B,Community,218.633,1
20,PRI,Casamino Acids,1 uM-C,C,Community,234.351,1
21,ABM,Control_low,0 uM-C,A,Community,53.762,1
21,ABM,Control_low,0 uM-C,B,Community,24.412,1
21,ABM,Control_low,0 uM-C,C,Community,37.036,1
21,NOM,Control_low,0 uM-C,A,Community,115.618,1
21,NOM,Control_low,0 uM-C,B,Community,110.672,1
21,NOM,Control_low,0 uM-C,C,Community,108.427,1
21,LOM,Casamino Acids,40 uM-C,A,Community,338.801,1
21,LOM,Casamino Acids,40 uM-C,B,Community,347.936,1
21,LOM,Casamino Acids,40 uM-C,C,Community,350.096,1
21,composite,Casamino Acids,40 uM-C,A,Community,454.419,1
21,composite,Casamino Acids,40 uM-C,B,Community,458.608,1
21,composite,Casamino Acids,40 uM-C,C,Community,458.523,1
21,PRI,Casamino Acids,40 uM-C,A,Community,281.882,1
21,PRI,Casamino Acids,40 uM-C,B,Community,308.947,1
21,PRI,Casamino Acids,40 uM-C,C,Community,292.984,1
21,LOM,Casamino Acids,4 uM-C,A,Community,242.322,1
21,LOM,Casamino Acids,4 uM-C,B,Community,252.418,1
21,LOM,Casamino Acids,4 uM-C,C,Community,228.502,1
21,composite,Casamino Acids,4 uM-C,A,Community,357.94,1
21,composite,Casamino Acids,4 uM-C,B,Community,363.09,1
21,composite,Casamino Acids,4 uM-C,C,Community,336.929,1
21,PRI,Casamino Acids,4 uM-C,A,Community,394.466,1
21,PRI,Casamino Acids,4 uM-C,B,Community,398.249,1
21,PRI,Casamino Acids,4 uM-C,C,Community,405.357,1
21,LOM,Casamino Acids,1 uM-C,A,Community,126.017,1
21,LOM,Casamino Acids,1 uM-C,B,Community,133.744,1
21,LOM,Casamino Acids,1 uM-C,C,Community,139.285,1
21,composite,Casamino Acids,1 uM-C,A,Community,241.635,1
21,composite,Casamino Acids,1 uM-C,B,Community,244.416,1
21,composite,Casamino Acids,1 uM-C,C,Community,247.712,1
21,PRI,Casamino Acids,1 uM-C,A,Community,220.976,1
21,PRI,Casamino Acids,1 uM-C,B,Community,230.74,1
21,PRI,Casamino Acids,1 uM-C,C,Community,248.641,1
22,ABM,Control_low,0 uM-C,A,Community,62.116,1
22,ABM,Control_low,0 uM-C,B,Community,30.35,1
22,ABM,Control_low,0 uM-C,C,Community,42.621,1
22,NOM,Control_low,0 uM-C,A,Community,123.579,1
22,NOM,Control_low,0 uM-C,B,Community,119.365,1
22,NOM,Control_low,0 uM-C,C,Community,117.065,1
22,LOM,Casamino Acids,40 uM-C,A,Community,361.4,1
22,LOM,Casamino Acids,40 uM-C,B,Community,369.654,1
22,LOM,Casamino Acids,40 uM-C,C,Community,373.546,1
22,composite,Casamino Acids,40 uM-C,A,Community,484.979,1
22,composite,Casamino Acids,40 uM-C,B,Community,489.019,1
22,composite,Casamino Acids,40 uM-C,C,Community,490.611,1
22,PRI,Casamino Acids,40 uM-C,A,Community,295.992,1
22,PRI,Casamino Acids,40 uM-C,B,Community,325.85,1
22,PRI,Casamino Acids,40 uM-C,C,Community,309.02,1
22,LOM,Casamino Acids,4 uM-C,A,Community,258.388,1
22,LOM,Casamino Acids,4 uM-C,B,Community,267.873,1
22,LOM,Casamino Acids,4 uM-C,C,Community,242.127,1
22,composite,Casamino Acids,4 uM-C,A,Community,381.967,1
22,composite,Casamino Acids,4 uM-C,B,Community,387.238,1
22,composite,Casamino Acids,4 uM-C,C,Community,359.192,1
22,PRI,Casamino Acids,4 uM-C,A,Community,414.726,1
22,PRI,Casamino Acids,4 uM-C,B,Community,420.438,1
22,PRI,Casamino Acids,4 uM-C,C,Community,426.787,1
22,LOM,Casamino Acids,1 uM-C,A,Community,129.845,1
22,LOM,Casamino Acids,1 uM-C,B,Community,139.827,1
22,LOM,Casamino Acids,1 uM-C,C,Community,144.13,1
22,composite,Casamino Acids,1 uM-C,A,Community,253.424,1
22,composite,Casamino Acids,1 uM-C,B,Community,259.192,1
22,composite,Casamino Acids,1 uM-C,C,Community,261.195,1
22,PRI,Casamino Acids,1 uM-C,A,Community,231.303,1
22,PRI,Casamino Acids,1 uM-C,B,Community,240.88,1
22,PRI,Casamino Acids,1 uM-C,C,Community,259.016,1
23,ABM,Control_low,0 uM-C,A,Community,67.996,1
23,ABM,Control_low,0 uM-C,B,Community,33.324,1
23,ABM,Control_low,0 uM-C,C,Community,45.311,1
23,NOM,Control_low,0 uM-C,A,Community,133.224,1
23,NOM,Control_low,0 uM-C,B,Community,129.812,1
23,NOM,Control_low,0 uM-C,C,Community,126.645,1
23,LOM,Casamino Acids,40 uM-C,A,Community,385.898,1
23,LOM,Casamino Acids,40 uM-C,B,Community,394.734,1
23,LOM,Casamino Acids,40 uM-C,C,Community,399.171,1
23,composite,Casamino Acids,40 uM-C,A,Community,519.122,1
23,composite,Casamino Acids,40 uM-C,B,Community,524.546,1
23,composite,Casamino Acids,40 uM-C,C,Community,525.816,1
23,PRI,Casamino Acids,40 uM-C,A,Community,311.78,1
23,PRI,Casamino Acids,40 uM-C,B,Community,343.518,1
23,PRI,Casamino Acids,40 uM-C,C,Community,327.913,1
23,LOM,Casamino Acids,4 uM-C,A,Community,275.674,1
23,LOM,Casamino Acids,4 uM-C,B,Community,285.308,1
23,LOM,Casamino Acids,4 uM-C,C,Community,259.721,1
23,composite,Casamino Acids,4 uM-C,A,Community,408.898,1
23,composite,Casamino Acids,4 uM-C,B,Community,415.12,1
23,composite,Casamino Acids,4 uM-C,C,Community,386.366,1
23,PRI,Casamino Acids,4 uM-C,A,Community,438.577,1
23,PRI,Casamino Acids,4 uM-C,B,Community,444.01,1
23,PRI,Casamino Acids,4 uM-C,C,Community,451.048,1
23,LOM,Casamino Acids,1 uM-C,A,Community,136.998,1
23,LOM,Casamino Acids,1 uM-C,B,Community,147.837,1
23,LOM,Casamino Acids,1 uM-C,C,Community,152.185,1
23,composite,Casamino Acids,1 uM-C,A,Community,270.222,1
23,composite,Casamino Acids,1 uM-C,B,Community,277.649,1
23,composite,Casamino Acids,1 uM-C,C,Community,278.83,1
23,PRI,Casamino Acids,1 uM-C,A,Community,243.162,1
23,PRI,Casamino Acids,1 uM-C,B,Community,254.365,1
23,PRI,Casamino Acids,1 uM-C,C,Community,270.875,1
24,ABM,Control_low,0 uM-C,A,Community,74.491,1
24,ABM,Control_low,0 uM-C,B,Community,37.642,1
24,ABM,Control_low,0 uM-C,C,Community,50.188,1
24,NOM,Control_low,0 uM-C,A,Community,142.774,1
24,NOM,Control_low,0 uM-C,B,Community,137.809,1
24,NOM,Control_low,0 uM-C,C,Community,135.658,1
24,LOM,Casamino Acids,40 uM-C,A,Community,408.19,1
24,LOM,Casamino Acids,40 uM-C,B,Community,417.312,1
24,LOM,Casamino Acids,40 uM-C,C,Community,420.866,1
24,composite,Casamino Acids,40 uM-C,A,Community,550.964,1
24,composite,Casamino Acids,40 uM-C,B,Community,555.121,1
24,composite,Casamino Acids,40 uM-C,C,Community,556.524,1
24,PRI,Casamino Acids,40 uM-C,A,Community,327.12,1
24,PRI,Casamino Acids,40 uM-C,B,Community,361.053,1
24,PRI,Casamino Acids,40 uM-C,C,Community,342.674,1
24,LOM,Casamino Acids,4 uM-C,A,Community,292.429,1
24,LOM,Casamino Acids,4 uM-C,B,Community,301.019,1
24,LOM,Casamino Acids,4 uM-C,C,Community,274.591,1
24,composite,Casamino Acids,4 uM-C,A,Community,435.203,1
24,composite,Casamino Acids,4 uM-C,B,Community,438.828,1
24,composite,Casamino Acids,4 uM-C,C,Community,410.249,1
24,PRI,Casamino Acids,4 uM-C,A,Community,458.48,1
24,PRI,Casamino Acids,4 uM-C,B,Community,466.037,1
24,PRI,Casamino Acids,4 uM-C,C,Community,470.86,1
24,LOM,Casamino Acids,1 uM-C,A,Community,144.745,1
24,LOM,Casamino Acids,1 uM-C,B,Community,154.163,1
24,LOM,Casamino Acids,1 uM-C,C,Community,158.648,1
24,composite,Casamino Acids,1 uM-C,A,Community,287.519,1
24,composite,Casamino Acids,1 uM-C,B,Community,291.972,1
24,composite,Casamino Acids,1 uM-C,C,Community,294.306,1
24,PRI,Casamino Acids,1 uM-C,A,Community,254.926,1
24,PRI,Casamino Acids,1 uM-C,B,Community,265.75,1
24,PRI,Casamino Acids,1 uM-C,C,Community,281.31,1
25,ABM,Control_low,0 uM-C,A,Community,81.593,1
25,ABM,Control_low,0 uM-C,B,Community,42.534,1
25,ABM,Control_low,0 uM-C,C,Community,55.098,1
25,NOM,Control_low,0 uM-C,A,Community,149.652,1
25,NOM,Control_low,0 uM-C,B,Community,144.921,1
25,NOM,Control_low,0 uM-C,C,Community,143.451,1
25,LOM,Casamino Acids,40 uM-C,A,Community,429.423,1
25,LOM,Casamino Acids,40 uM-C,B,Community,439.869,1
25,LOM,Casamino Acids,40 uM-C,C,Community,443.504,1
25,composite,Casamino Acids,40 uM-C,A,Community,579.075,1
25,composite,Casamino Acids,40 uM-C,B,Community,584.79,1
25,composite,Casamino Acids,40 uM-C,C,Community,586.955,1
25,PRI,Casamino Acids,40 uM-C,A,Community,341.115,1
25,PRI,Casamino Acids,40 uM-C,B,Community,376.128,1
25,PRI,Casamino Acids,40 uM-C,C,Community,357.737,1
25,LOM,Casamino Acids,4 uM-C,A,Community,307.804,1
25,LOM,Casamino Acids,4 uM-C,B,Community,315.532,1
25,LOM,Casamino Acids,4 uM-C,C,Community,288.22,1
25,composite,Casamino Acids,4 uM-C,A,Community,457.456,1
25,composite,Casamino Acids,4 uM-C,B,Community,460.453,1
25,composite,Casamino Acids,4 uM-C,C,Community,431.671,1
25,PRI,Casamino Acids,4 uM-C,A,Community,480.042,1
25,PRI,Casamino Acids,4 uM-C,B,Community,486.172,1
25,PRI,Casamino Acids,4 uM-C,C,Community,493.357,1
25,LOM,Casamino Acids,1 uM-C,A,Community,150.251,1
25,LOM,Casamino Acids,1 uM-C,B,Community,161.182,1
25,LOM,Casamino Acids,1 uM-C,C,Community,166.25,1
25,composite,Casamino Acids,1 uM-C,A,Community,299.903,1
25,composite,Casamino Acids,1 uM-C,B,Community,306.103,1
25,composite,Casamino Acids,1 uM-C,C,Community,309.701,1
25,PRI,Casamino Acids,1 uM-C,A,Community,265.702,1
25,PRI,Casamino Acids,1 uM-C,B,Community,275.854,1
25,PRI,Casamino Acids,1 uM-C,C,Community,292.849,1
26,ABM,Control_low,0 uM-C,A,Community,88.397,1
26,ABM,Control_low,0 uM-C,B,Community,46.076,1
26,ABM,Control_low,0 uM-C,C,Community,58.269,1
26,NOM,Control_low,0 uM-C,A,Community,157.522,1
26,NOM,Control_low,0 uM-C,B,Community,152.631,1
26,NOM,Control_low,0 uM-C,C,Community,151.583,1
26,LOM,Casamino Acids,40 uM-C,A,Community,452.142,1
26,LOM,Casamino Acids,40 uM-C,B,Community,461.95,1
26,LOM,Casamino Acids,40 uM-C,C,Community,466.47,1
26,composite,Casamino Acids,40 uM-C,A,Community,609.664,1
26,composite,Casamino Acids,40 uM-C,B,Community,614.581,1
26,composite,Casamino Acids,40 uM-C,C,Community,618.053,1
26,PRI,Casamino Acids,40 uM-C,A,Community,356.427,1
26,PRI,Casamino Acids,40 uM-C,B,Community,391.623,1
26,PRI,Casamino Acids,40 uM-C,C,Community,374.065,1
26,LOM,Casamino Acids,4 uM-C,A,Community,324.354,1
26,LOM,Casamino Acids,4 uM-C,B,Community,331.63,1
26,LOM,Casamino Acids,4 uM-C,C,Community,303.847,1
26,composite,Casamino Acids,4 uM-C,A,Community,481.876,1
26,composite,Casamino Acids,4 uM-C,B,Community,484.261,1
26,composite,Casamino Acids,4 uM-C,C,Community,455.43,1
26,PRI,Casamino Acids,4 uM-C,A,Community,499.921,1
26,PRI,Casamino Acids,4 uM-C,B,Community,507.092,1
26,PRI,Casamino Acids,4 uM-C,C,Community,515.35,1
26,LOM,Casamino Acids,1 uM-C,A,Community,155.747,1
26,LOM,Casamino Acids,1 uM-C,B,Community,167.15,1
26,LOM,Casamino Acids,1 uM-C,C,Community,173.595,1
26,composite,Casamino Acids,1 uM-C,A,Community,313.269,1
26,composite,Casamino Acids,1 uM-C,B,Community,319.781,1
26,composite,Casamino Acids,1 uM-C,C,Community,325.178,1
